RecordNumber,EventRecordId,TimeCreated,EventId,Level,Provider,Channel,ProcessId,ThreadId,Computer,ChunkNumber,UserId,MapDescription,UserName,RemoteHost,PayloadData1,PayloadData2,PayloadData3,PayloadData4,PayloadData5,PayloadData6,ExecutableInfo,HiddenRecord,SourceFile,Keywords,ExtraDataOffset,Payload
89,89,2024-05-27 02:40:46.6562500,4735,LogAlways,Microsoft-Windows-Security-Auditing,Security,468,260,win7,0,,A security-enabled local group was changed,WORKGROUP\WIN-QJNMT3LEKTG$ (S-1-5-18),,Target: Builtin\Distributed COM Users (S-1-5-32-562),SubjectLogonId: 0x3E7,SamAccountName: -,SidHistory: -,PrivilegeList: -,,,False,C:\Users\BRIANNA\OneDrive\Documents\GitHub\NSSECU3_MP2\win7_files\Logs\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""TargetUserName"",""#text"":""Distributed COM Users""},{""@Name"":""TargetDomainName"",""#text"":""Builtin""},{""@Name"":""TargetSid"",""#text"":""S-1-5-32-562""},{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""WIN-QJNMT3LEKTG$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""PrivilegeList"",""#text"":""-""},{""@Name"":""SamAccountName"",""#text"":""-""},{""@Name"":""SidHistory"",""#text"":""-""}]}}"
90,90,2024-05-27 02:40:46.6562500,4781,LogAlways,Microsoft-Windows-Security-Auditing,Security,468,260,win7,0,,The name of an account was changed,WORKGROUP\WIN-QJNMT3LEKTG$ (S-1-5-18),,OldTargetUserName: Distributed COM Users,NewTargetUserName: Distributed COM Users,TargetDomainName: Builtin,TargetSid: S-1-5-32-562,,,,False,C:\Users\BRIANNA\OneDrive\Documents\GitHub\NSSECU3_MP2\win7_files\Logs\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""OldTargetUserName"",""#text"":""Distributed COM Users""},{""@Name"":""NewTargetUserName"",""#text"":""Distributed COM Users""},{""@Name"":""TargetDomainName"",""#text"":""Builtin""},{""@Name"":""TargetSid"",""#text"":""S-1-5-32-562""},{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""WIN-QJNMT3LEKTG$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""PrivilegeList"",""#text"":""-""}]}}"
91,91,2024-05-27 02:40:46.6562500,4735,LogAlways,Microsoft-Windows-Security-Auditing,Security,468,260,win7,0,,A security-enabled local group was changed,WORKGROUP\WIN-QJNMT3LEKTG$ (S-1-5-18),,Target: Builtin\Distributed COM Users (S-1-5-32-562),SubjectLogonId: 0x3E7,SamAccountName: Distributed COM Users,SidHistory: -,PrivilegeList: -,,,False,C:\Users\BRIANNA\OneDrive\Documents\GitHub\NSSECU3_MP2\win7_files\Logs\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""TargetUserName"",""#text"":""Distributed COM Users""},{""@Name"":""TargetDomainName"",""#text"":""Builtin""},{""@Name"":""TargetSid"",""#text"":""S-1-5-32-562""},{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""WIN-QJNMT3LEKTG$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""PrivilegeList"",""#text"":""-""},{""@Name"":""SamAccountName"",""#text"":""Distributed COM Users""},{""@Name"":""SidHistory"",""#text"":""-""}]}}"
92,92,2024-05-27 02:40:46.6562500,4735,LogAlways,Microsoft-Windows-Security-Auditing,Security,468,260,win7,0,,A security-enabled local group was changed,WORKGROUP\WIN-QJNMT3LEKTG$ (S-1-5-18),,Target: Builtin\IIS_IUSRS (S-1-5-32-568),SubjectLogonId: 0x3E7,SamAccountName: -,SidHistory: -,PrivilegeList: -,,,False,C:\Users\BRIANNA\OneDrive\Documents\GitHub\NSSECU3_MP2\win7_files\Logs\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""TargetUserName"",""#text"":""IIS_IUSRS""},{""@Name"":""TargetDomainName"",""#text"":""Builtin""},{""@Name"":""TargetSid"",""#text"":""S-1-5-32-568""},{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""WIN-QJNMT3LEKTG$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""PrivilegeList"",""#text"":""-""},{""@Name"":""SamAccountName"",""#text"":""-""},{""@Name"":""SidHistory"",""#text"":""-""}]}}"
93,93,2024-05-27 02:40:46.6562500,4781,LogAlways,Microsoft-Windows-Security-Auditing,Security,468,260,win7,0,,The name of an account was changed,WORKGROUP\WIN-QJNMT3LEKTG$ (S-1-5-18),,OldTargetUserName: IIS_IUSRS,NewTargetUserName: IIS_IUSRS,TargetDomainName: Builtin,TargetSid: S-1-5-32-568,,,,False,C:\Users\BRIANNA\OneDrive\Documents\GitHub\NSSECU3_MP2\win7_files\Logs\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""OldTargetUserName"",""#text"":""IIS_IUSRS""},{""@Name"":""NewTargetUserName"",""#text"":""IIS_IUSRS""},{""@Name"":""TargetDomainName"",""#text"":""Builtin""},{""@Name"":""TargetSid"",""#text"":""S-1-5-32-568""},{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""WIN-QJNMT3LEKTG$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""PrivilegeList"",""#text"":""-""}]}}"
94,94,2024-05-27 02:40:46.6562500,4735,LogAlways,Microsoft-Windows-Security-Auditing,Security,468,260,win7,0,,A security-enabled local group was changed,WORKGROUP\WIN-QJNMT3LEKTG$ (S-1-5-18),,Target: Builtin\IIS_IUSRS (S-1-5-32-568),SubjectLogonId: 0x3E7,SamAccountName: IIS_IUSRS,SidHistory: -,PrivilegeList: -,,,False,C:\Users\BRIANNA\OneDrive\Documents\GitHub\NSSECU3_MP2\win7_files\Logs\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""TargetUserName"",""#text"":""IIS_IUSRS""},{""@Name"":""TargetDomainName"",""#text"":""Builtin""},{""@Name"":""TargetSid"",""#text"":""S-1-5-32-568""},{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""WIN-QJNMT3LEKTG$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""PrivilegeList"",""#text"":""-""},{""@Name"":""SamAccountName"",""#text"":""IIS_IUSRS""},{""@Name"":""SidHistory"",""#text"":""-""}]}}"
95,95,2024-05-27 02:40:46.6562500,4735,LogAlways,Microsoft-Windows-Security-Auditing,Security,468,260,win7,0,,A security-enabled local group was changed,WORKGROUP\WIN-QJNMT3LEKTG$ (S-1-5-18),,Target: Builtin\Cryptographic Operators (S-1-5-32-569),SubjectLogonId: 0x3E7,SamAccountName: -,SidHistory: -,PrivilegeList: -,,,False,C:\Users\BRIANNA\OneDrive\Documents\GitHub\NSSECU3_MP2\win7_files\Logs\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""TargetUserName"",""#text"":""Cryptographic Operators""},{""@Name"":""TargetDomainName"",""#text"":""Builtin""},{""@Name"":""TargetSid"",""#text"":""S-1-5-32-569""},{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""WIN-QJNMT3LEKTG$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""PrivilegeList"",""#text"":""-""},{""@Name"":""SamAccountName"",""#text"":""-""},{""@Name"":""SidHistory"",""#text"":""-""}]}}"
96,96,2024-05-27 02:40:46.6562500,4781,LogAlways,Microsoft-Windows-Security-Auditing,Security,468,260,win7,0,,The name of an account was changed,WORKGROUP\WIN-QJNMT3LEKTG$ (S-1-5-18),,OldTargetUserName: Cryptographic Operators,NewTargetUserName: Cryptographic Operators,TargetDomainName: Builtin,TargetSid: S-1-5-32-569,,,,False,C:\Users\BRIANNA\OneDrive\Documents\GitHub\NSSECU3_MP2\win7_files\Logs\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""OldTargetUserName"",""#text"":""Cryptographic Operators""},{""@Name"":""NewTargetUserName"",""#text"":""Cryptographic Operators""},{""@Name"":""TargetDomainName"",""#text"":""Builtin""},{""@Name"":""TargetSid"",""#text"":""S-1-5-32-569""},{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""WIN-QJNMT3LEKTG$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""PrivilegeList"",""#text"":""-""}]}}"
97,97,2024-05-27 02:40:46.6562500,4735,LogAlways,Microsoft-Windows-Security-Auditing,Security,468,260,win7,0,,A security-enabled local group was changed,WORKGROUP\WIN-QJNMT3LEKTG$ (S-1-5-18),,Target: Builtin\Cryptographic Operators (S-1-5-32-569),SubjectLogonId: 0x3E7,SamAccountName: Cryptographic Operators,SidHistory: -,PrivilegeList: -,,,False,C:\Users\BRIANNA\OneDrive\Documents\GitHub\NSSECU3_MP2\win7_files\Logs\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""TargetUserName"",""#text"":""Cryptographic Operators""},{""@Name"":""TargetDomainName"",""#text"":""Builtin""},{""@Name"":""TargetSid"",""#text"":""S-1-5-32-569""},{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""WIN-QJNMT3LEKTG$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""PrivilegeList"",""#text"":""-""},{""@Name"":""SamAccountName"",""#text"":""Cryptographic Operators""},{""@Name"":""SidHistory"",""#text"":""-""}]}}"
98,98,2024-05-27 02:40:46.6562500,4735,LogAlways,Microsoft-Windows-Security-Auditing,Security,468,260,win7,0,,A security-enabled local group was changed,WORKGROUP\WIN-QJNMT3LEKTG$ (S-1-5-18),,Target: Builtin\Event Log Readers (S-1-5-32-573),SubjectLogonId: 0x3E7,SamAccountName: -,SidHistory: -,PrivilegeList: -,,,False,C:\Users\BRIANNA\OneDrive\Documents\GitHub\NSSECU3_MP2\win7_files\Logs\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""TargetUserName"",""#text"":""Event Log Readers""},{""@Name"":""TargetDomainName"",""#text"":""Builtin""},{""@Name"":""TargetSid"",""#text"":""S-1-5-32-573""},{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""WIN-QJNMT3LEKTG$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""PrivilegeList"",""#text"":""-""},{""@Name"":""SamAccountName"",""#text"":""-""},{""@Name"":""SidHistory"",""#text"":""-""}]}}"
99,99,2024-05-27 02:40:46.6562500,4781,LogAlways,Microsoft-Windows-Security-Auditing,Security,468,260,win7,0,,The name of an account was changed,WORKGROUP\WIN-QJNMT3LEKTG$ (S-1-5-18),,OldTargetUserName: Event Log Readers,NewTargetUserName: Event Log Readers,TargetDomainName: Builtin,TargetSid: S-1-5-32-573,,,,False,C:\Users\BRIANNA\OneDrive\Documents\GitHub\NSSECU3_MP2\win7_files\Logs\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""OldTargetUserName"",""#text"":""Event Log Readers""},{""@Name"":""NewTargetUserName"",""#text"":""Event Log Readers""},{""@Name"":""TargetDomainName"",""#text"":""Builtin""},{""@Name"":""TargetSid"",""#text"":""S-1-5-32-573""},{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""WIN-QJNMT3LEKTG$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""PrivilegeList"",""#text"":""-""}]}}"
100,100,2024-05-27 02:40:46.6562500,4735,LogAlways,Microsoft-Windows-Security-Auditing,Security,468,260,win7,0,,A security-enabled local group was changed,WORKGROUP\WIN-QJNMT3LEKTG$ (S-1-5-18),,Target: Builtin\Event Log Readers (S-1-5-32-573),SubjectLogonId: 0x3E7,SamAccountName: Event Log Readers,SidHistory: -,PrivilegeList: -,,,False,C:\Users\BRIANNA\OneDrive\Documents\GitHub\NSSECU3_MP2\win7_files\Logs\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""TargetUserName"",""#text"":""Event Log Readers""},{""@Name"":""TargetDomainName"",""#text"":""Builtin""},{""@Name"":""TargetSid"",""#text"":""S-1-5-32-573""},{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""WIN-QJNMT3LEKTG$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""PrivilegeList"",""#text"":""-""},{""@Name"":""SamAccountName"",""#text"":""Event Log Readers""},{""@Name"":""SidHistory"",""#text"":""-""}]}}"
101,101,2024-05-27 02:40:46.6562500,4738,LogAlways,Microsoft-Windows-Security-Auditing,Security,468,260,win7,0,,A user account was changed,WORKGROUP\WIN-QJNMT3LEKTG$,,Target: win7\Administrator,Changed Attribute SamAccountName: Administrator DisplayName: %%1793 UserPrincipalName: - HomeDirectory: %%1793 HomePath: %%1793 ScriptPath: %%1793 ProfilePath: %%1793 UserWorkstations: %%1793 PasswordLastSet: 11/20/2010 8:57:24 PM AccountExpires: %%1794 PrimaryGroupId: 513 AllowedToDelegateTo: - OldUacValue: 0x211 NewUacValue: 0x211 UserAccountControl: - UserParameters: %%1793 SidHistory: - LogonHours: %%1797,,,,,,False,C:\Users\BRIANNA\OneDrive\Documents\GitHub\NSSECU3_MP2\win7_files\Logs\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""Dummy"",""#text"":""-""},{""@Name"":""TargetUserName"",""#text"":""Administrator""},{""@Name"":""TargetDomainName"",""#text"":""win7""},{""@Name"":""TargetSid"",""#text"":""S-1-5-21-2630035287-469658536-4158816484-500""},{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""WIN-QJNMT3LEKTG$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""PrivilegeList"",""#text"":""-""},{""@Name"":""SamAccountName"",""#text"":""Administrator""},{""@Name"":""DisplayName"",""#text"":""%%1793""},{""@Name"":""UserPrincipalName"",""#text"":""-""},{""@Name"":""HomeDirectory"",""#text"":""%%1793""},{""@Name"":""HomePath"",""#text"":""%%1793""},{""@Name"":""ScriptPath"",""#text"":""%%1793""},{""@Name"":""ProfilePath"",""#text"":""%%1793""},{""@Name"":""UserWorkstations"",""#text"":""%%1793""},{""@Name"":""PasswordLastSet"",""#text"":""11/20/2010 8:57:24 PM""},{""@Name"":""AccountExpires"",""#text"":""%%1794""},{""@Name"":""PrimaryGroupId"",""#text"":""513""},{""@Name"":""AllowedToDelegateTo"",""#text"":""-""},{""@Name"":""OldUacValue"",""#text"":""0x211""},{""@Name"":""NewUacValue"",""#text"":""0x211""},{""@Name"":""UserAccountControl"",""#text"":""-""},{""@Name"":""UserParameters"",""#text"":""%%1793""},{""@Name"":""SidHistory"",""#text"":""-""},{""@Name"":""LogonHours"",""#text"":""%%1797""}]}}"
102,102,2024-05-27 02:40:46.6562500,4738,LogAlways,Microsoft-Windows-Security-Auditing,Security,468,260,win7,0,,A user account was changed,WORKGROUP\WIN-QJNMT3LEKTG$,,Target: win7\Administrator,Changed Attribute SamAccountName: Administrator DisplayName: %%1793 UserPrincipalName: - HomeDirectory: %%1793 HomePath: %%1793 ScriptPath: %%1793 ProfilePath: %%1793 UserWorkstations: %%1793 PasswordLastSet: 11/20/2010 8:57:24 PM AccountExpires: %%1794 PrimaryGroupId: 513 AllowedToDelegateTo: - OldUacValue: 0x211 NewUacValue: 0x211 UserAccountControl: - UserParameters: %%1793 SidHistory: - LogonHours: %%1797,,,,,,False,C:\Users\BRIANNA\OneDrive\Documents\GitHub\NSSECU3_MP2\win7_files\Logs\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""Dummy"",""#text"":""-""},{""@Name"":""TargetUserName"",""#text"":""Administrator""},{""@Name"":""TargetDomainName"",""#text"":""win7""},{""@Name"":""TargetSid"",""#text"":""S-1-5-21-2630035287-469658536-4158816484-500""},{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""WIN-QJNMT3LEKTG$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""PrivilegeList"",""#text"":""-""},{""@Name"":""SamAccountName"",""#text"":""Administrator""},{""@Name"":""DisplayName"",""#text"":""%%1793""},{""@Name"":""UserPrincipalName"",""#text"":""-""},{""@Name"":""HomeDirectory"",""#text"":""%%1793""},{""@Name"":""HomePath"",""#text"":""%%1793""},{""@Name"":""ScriptPath"",""#text"":""%%1793""},{""@Name"":""ProfilePath"",""#text"":""%%1793""},{""@Name"":""UserWorkstations"",""#text"":""%%1793""},{""@Name"":""PasswordLastSet"",""#text"":""11/20/2010 8:57:24 PM""},{""@Name"":""AccountExpires"",""#text"":""%%1794""},{""@Name"":""PrimaryGroupId"",""#text"":""513""},{""@Name"":""AllowedToDelegateTo"",""#text"":""-""},{""@Name"":""OldUacValue"",""#text"":""0x211""},{""@Name"":""NewUacValue"",""#text"":""0x211""},{""@Name"":""UserAccountControl"",""#text"":""-""},{""@Name"":""UserParameters"",""#text"":""%%1793""},{""@Name"":""SidHistory"",""#text"":""-""},{""@Name"":""LogonHours"",""#text"":""%%1797""}]}}"
103,103,2024-05-27 02:40:46.6562500,4738,LogAlways,Microsoft-Windows-Security-Auditing,Security,468,260,win7,0,,A user account was changed,WORKGROUP\WIN-QJNMT3LEKTG$,,Target: win7\Guest,Changed Attribute SamAccountName: Guest DisplayName: %%1793 UserPrincipalName: - HomeDirectory: %%1793 HomePath: %%1793 ScriptPath: %%1793 ProfilePath: %%1793 UserWorkstations: %%1793 PasswordLastSet: %%1794 AccountExpires: %%1794 PrimaryGroupId: 513 AllowedToDelegateTo: - OldUacValue: 0x215 NewUacValue: 0x215 UserAccountControl: - UserParameters: %%1793 SidHistory: - LogonHours: %%1797,,,,,,False,C:\Users\BRIANNA\OneDrive\Documents\GitHub\NSSECU3_MP2\win7_files\Logs\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""Dummy"",""#text"":""-""},{""@Name"":""TargetUserName"",""#text"":""Guest""},{""@Name"":""TargetDomainName"",""#text"":""win7""},{""@Name"":""TargetSid"",""#text"":""S-1-5-21-2630035287-469658536-4158816484-501""},{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""WIN-QJNMT3LEKTG$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""PrivilegeList"",""#text"":""-""},{""@Name"":""SamAccountName"",""#text"":""Guest""},{""@Name"":""DisplayName"",""#text"":""%%1793""},{""@Name"":""UserPrincipalName"",""#text"":""-""},{""@Name"":""HomeDirectory"",""#text"":""%%1793""},{""@Name"":""HomePath"",""#text"":""%%1793""},{""@Name"":""ScriptPath"",""#text"":""%%1793""},{""@Name"":""ProfilePath"",""#text"":""%%1793""},{""@Name"":""UserWorkstations"",""#text"":""%%1793""},{""@Name"":""PasswordLastSet"",""#text"":""%%1794""},{""@Name"":""AccountExpires"",""#text"":""%%1794""},{""@Name"":""PrimaryGroupId"",""#text"":""513""},{""@Name"":""AllowedToDelegateTo"",""#text"":""-""},{""@Name"":""OldUacValue"",""#text"":""0x215""},{""@Name"":""NewUacValue"",""#text"":""0x215""},{""@Name"":""UserAccountControl"",""#text"":""-""},{""@Name"":""UserParameters"",""#text"":""%%1793""},{""@Name"":""SidHistory"",""#text"":""-""},{""@Name"":""LogonHours"",""#text"":""%%1797""}]}}"
104,104,2024-05-27 02:40:46.6562500,4738,LogAlways,Microsoft-Windows-Security-Auditing,Security,468,260,win7,1,,A user account was changed,WORKGROUP\WIN-QJNMT3LEKTG$,,Target: win7\Guest,Changed Attribute SamAccountName: Guest DisplayName: %%1793 UserPrincipalName: - HomeDirectory: %%1793 HomePath: %%1793 ScriptPath: %%1793 ProfilePath: %%1793 UserWorkstations: %%1793 PasswordLastSet: %%1794 AccountExpires: %%1794 PrimaryGroupId: 513 AllowedToDelegateTo: - OldUacValue: 0x215 NewUacValue: 0x215 UserAccountControl: - UserParameters: %%1793 SidHistory: - LogonHours: %%1797,,,,,,False,C:\Users\BRIANNA\OneDrive\Documents\GitHub\NSSECU3_MP2\win7_files\Logs\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""Dummy"",""#text"":""-""},{""@Name"":""TargetUserName"",""#text"":""Guest""},{""@Name"":""TargetDomainName"",""#text"":""win7""},{""@Name"":""TargetSid"",""#text"":""S-1-5-21-2630035287-469658536-4158816484-501""},{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""WIN-QJNMT3LEKTG$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""PrivilegeList"",""#text"":""-""},{""@Name"":""SamAccountName"",""#text"":""Guest""},{""@Name"":""DisplayName"",""#text"":""%%1793""},{""@Name"":""UserPrincipalName"",""#text"":""-""},{""@Name"":""HomeDirectory"",""#text"":""%%1793""},{""@Name"":""HomePath"",""#text"":""%%1793""},{""@Name"":""ScriptPath"",""#text"":""%%1793""},{""@Name"":""ProfilePath"",""#text"":""%%1793""},{""@Name"":""UserWorkstations"",""#text"":""%%1793""},{""@Name"":""PasswordLastSet"",""#text"":""%%1794""},{""@Name"":""AccountExpires"",""#text"":""%%1794""},{""@Name"":""PrimaryGroupId"",""#text"":""513""},{""@Name"":""AllowedToDelegateTo"",""#text"":""-""},{""@Name"":""OldUacValue"",""#text"":""0x215""},{""@Name"":""NewUacValue"",""#text"":""0x215""},{""@Name"":""UserAccountControl"",""#text"":""-""},{""@Name"":""UserParameters"",""#text"":""%%1793""},{""@Name"":""SidHistory"",""#text"":""-""},{""@Name"":""LogonHours"",""#text"":""%%1797""}]}}"
105,105,2024-05-26 11:41:42.4530000,4616,LogAlways,Microsoft-Windows-Security-Auditing,Security,4,48,win7,1,,The system time was changed,WORKGROUP\WIN-QJNMT3LEKTG$ (S-1-5-18),,PreviousTime: 2024-05-27 02:41:42.5468750,NewTime: 2024-05-26 11:41:42.4530000,LogonId: 0x3E7,,,,C:\Windows\System32\oobe\msoobe.exe,False,C:\Users\BRIANNA\OneDrive\Documents\GitHub\NSSECU3_MP2\win7_files\Logs\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""WIN-QJNMT3LEKTG$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""PreviousTime"",""#text"":""2024-05-27 02:41:42.5468750""},{""@Name"":""NewTime"",""#text"":""2024-05-26 11:41:42.4530000""},{""@Name"":""ProcessId"",""#text"":""0x32C""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\oobe\\msoobe.exe""}]}}"
106,106,2024-05-26 11:41:42.5467500,4728,LogAlways,Microsoft-Windows-Security-Auditing,Security,468,112,win7,1,,A member was added to a security-enabled global group,WORKGROUP\WIN-QJNMT3LEKTG$ (S-1-5-18),,Target: win7\None (S-1-5-21-2630035287-469658536-4158816484-513),Member: -,MemberSid: S-1-5-21-2630035287-469658536-4158816484-1000,SubjectLogonId: 0x3E7,,,,False,C:\Users\BRIANNA\OneDrive\Documents\GitHub\NSSECU3_MP2\win7_files\Logs\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""MemberName"",""#text"":""-""},{""@Name"":""MemberSid"",""#text"":""S-1-5-21-2630035287-469658536-4158816484-1000""},{""@Name"":""TargetUserName"",""#text"":""None""},{""@Name"":""TargetDomainName"",""#text"":""win7""},{""@Name"":""TargetSid"",""#text"":""S-1-5-21-2630035287-469658536-4158816484-513""},{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""WIN-QJNMT3LEKTG$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""PrivilegeList"",""#text"":""-""}]}}"
107,107,2024-05-26 11:41:42.5467500,4720,LogAlways,Microsoft-Windows-Security-Auditing,Security,468,112,win7,1,,A new account was created,WORKGROUP\WIN-QJNMT3LEKTG$ (S-1-5-18),,Target: win7\student (S-1-5-21-2630035287-469658536-4158816484-1000),,,,,,,False,C:\Users\BRIANNA\OneDrive\Documents\GitHub\NSSECU3_MP2\win7_files\Logs\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""TargetUserName"",""#text"":""student""},{""@Name"":""TargetDomainName"",""#text"":""win7""},{""@Name"":""TargetSid"",""#text"":""S-1-5-21-2630035287-469658536-4158816484-1000""},{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""WIN-QJNMT3LEKTG$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""PrivilegeList"",""#text"":""-""},{""@Name"":""SamAccountName"",""#text"":""student""},{""@Name"":""DisplayName"",""#text"":""%%1793""},{""@Name"":""UserPrincipalName"",""#text"":""-""},{""@Name"":""HomeDirectory"",""#text"":""%%1793""},{""@Name"":""HomePath"",""#text"":""%%1793""},{""@Name"":""ScriptPath"",""#text"":""%%1793""},{""@Name"":""ProfilePath"",""#text"":""%%1793""},{""@Name"":""UserWorkstations"",""#text"":""%%1793""},{""@Name"":""PasswordLastSet"",""#text"":""%%1794""},{""@Name"":""AccountExpires"",""#text"":""%%1794""},{""@Name"":""PrimaryGroupId"",""#text"":""513""},{""@Name"":""AllowedToDelegateTo"",""#text"":""-""},{""@Name"":""OldUacValue"",""#text"":""0x0""},{""@Name"":""NewUacValue"",""#text"":""0x15""},{""@Name"":""UserAccountControl"",""#text"":"", %%2080, %%2082, %%2084""},{""@Name"":""UserParameters"",""#text"":""%%1793""},{""@Name"":""SidHistory"",""#text"":""-""},{""@Name"":""LogonHours"",""#text"":""%%1797""}]}}"
